metric,value,classifier,n_features,elapsed_time,it,dataset
accuracy_score_test,0.7580645161290323,log,3,1.14028000831604,0,haberman-survival
accuracy_score_test,0.7258064516129032,mcji,1,0.4137589931488037,0,haberman-survival
accuracy_score_test,0.7258064516129032,mic,2,0.09876465797424316,0,haberman-survival
accuracy_score_test,0.7580645161290323,log,3,0.04120588302612305,1,haberman-survival
accuracy_score_test,0.7258064516129032,mcji,1,0.10582351684570312,1,haberman-survival
accuracy_score_test,0.7258064516129032,mic,2,0.09454560279846191,1,haberman-survival
accuracy_score_test,0.7580645161290323,log,3,0.0412750244140625,2,haberman-survival
accuracy_score_test,0.7258064516129032,mcji,1,0.10962939262390137,2,haberman-survival
accuracy_score_test,0.7258064516129032,mic,2,0.17232227325439453,2,haberman-survival
accuracy_score_test,0.7580645161290323,log,3,0.041742801666259766,3,haberman-survival
accuracy_score_test,0.7258064516129032,mcji,1,0.1092836856842041,3,haberman-survival
accuracy_score_test,0.7258064516129032,mic,2,0.0997304916381836,3,haberman-survival
accuracy_score_test,0.7580645161290323,log,3,0.042257070541381836,4,haberman-survival
accuracy_score_test,0.7258064516129032,mcji,1,0.11222052574157715,4,haberman-survival
accuracy_score_test,0.7258064516129032,mic,2,0.10020208358764648,4,haberman-survival
accuracy_score_test,0.7580645161290323,log,3,0.03872489929199219,5,haberman-survival
accuracy_score_test,0.7258064516129032,mcji,1,0.09810733795166016,5,haberman-survival
accuracy_score_test,0.7258064516129032,mic,2,0.09437322616577148,5,haberman-survival
accuracy_score_test,0.7580645161290323,log,3,0.04088902473449707,6,haberman-survival
accuracy_score_test,0.7258064516129032,mcji,1,0.11409401893615723,6,haberman-survival
accuracy_score_test,0.7258064516129032,mic,2,0.15743613243103027,6,haberman-survival
accuracy_score_test,0.7580645161290323,log,3,0.04398941993713379,7,haberman-survival
accuracy_score_test,0.7258064516129032,mcji,1,0.1289680004119873,7,haberman-survival
accuracy_score_test,0.7258064516129032,mic,2,0.10644292831420898,7,haberman-survival
accuracy_score_test,0.7580645161290323,log,3,0.0405268669128418,8,haberman-survival
accuracy_score_test,0.7258064516129032,mcji,1,0.10072922706604004,8,haberman-survival
accuracy_score_test,0.7258064516129032,mic,2,0.09889388084411621,8,haberman-survival
accuracy_score_test,0.7580645161290323,log,3,0.04027223587036133,9,haberman-survival
accuracy_score_test,0.7258064516129032,mcji,1,0.0975804328918457,9,haberman-survival
accuracy_score_test,0.7258064516129032,mic,2,0.10531020164489746,9,haberman-survival
accuracy_score_test,0.7580645161290323,log,3,0.04427337646484375,10,haberman-survival
accuracy_score_test,0.7258064516129032,mcji,1,0.1185750961303711,10,haberman-survival
accuracy_score_test,0.7258064516129032,mic,2,0.14893054962158203,10,haberman-survival
accuracy_score_test,0.7580645161290323,log,3,0.052010536193847656,11,haberman-survival
accuracy_score_test,0.7258064516129032,mcji,1,0.11854290962219238,11,haberman-survival
accuracy_score_test,0.7258064516129032,mic,2,0.10173177719116211,11,haberman-survival
accuracy_score_test,0.7580645161290323,log,3,0.041651010513305664,12,haberman-survival
accuracy_score_test,0.7258064516129032,mcji,1,0.10886454582214355,12,haberman-survival
accuracy_score_test,0.7258064516129032,mic,2,0.10673022270202637,12,haberman-survival
accuracy_score_test,0.7580645161290323,log,3,0.04021930694580078,13,haberman-survival
accuracy_score_test,0.7258064516129032,mcji,1,0.10759258270263672,13,haberman-survival
accuracy_score_test,0.7258064516129032,mic,2,0.13561773300170898,13,haberman-survival
accuracy_score_test,0.7580645161290323,log,3,0.04186534881591797,14,haberman-survival
accuracy_score_test,0.7258064516129032,mcji,1,0.14406299591064453,14,haberman-survival
accuracy_score_test,0.7258064516129032,mic,2,0.12363362312316895,14,haberman-survival
accuracy_score_test,0.7580645161290323,log,3,0.04886364936828613,15,haberman-survival
accuracy_score_test,0.7258064516129032,mcji,1,0.10498356819152832,15,haberman-survival
accuracy_score_test,0.7258064516129032,mic,2,0.10869860649108887,15,haberman-survival
accuracy_score_test,0.7580645161290323,log,3,0.04044008255004883,16,haberman-survival
accuracy_score_test,0.7258064516129032,mcji,1,0.10805726051330566,16,haberman-survival
accuracy_score_test,0.7258064516129032,mic,2,0.10681676864624023,16,haberman-survival
accuracy_score_test,0.7580645161290323,log,3,0.04226231575012207,17,haberman-survival
accuracy_score_test,0.7258064516129032,mcji,1,0.10889363288879395,17,haberman-survival
accuracy_score_test,0.7258064516129032,mic,2,0.10787582397460938,17,haberman-survival
accuracy_score_test,0.7580645161290323,log,3,0.04536128044128418,18,haberman-survival
accuracy_score_test,0.7258064516129032,mcji,1,0.13529658317565918,18,haberman-survival
accuracy_score_test,0.7258064516129032,mic,2,0.10751080513000488,18,haberman-survival
accuracy_score_test,0.7580645161290323,log,3,0.04052376747131348,19,haberman-survival
accuracy_score_test,0.7258064516129032,mcji,1,0.11251974105834961,19,haberman-survival
accuracy_score_test,0.7258064516129032,mic,2,0.1119084358215332,19,haberman-survival
accuracy_score_test,0.7580645161290323,log,3,0.039916038513183594,20,haberman-survival
accuracy_score_test,0.7258064516129032,mcji,1,0.10561990737915039,20,haberman-survival
accuracy_score_test,0.7258064516129032,mic,2,0.10474562644958496,20,haberman-survival
accuracy_score_test,0.7580645161290323,log,3,0.04034018516540527,21,haberman-survival
accuracy_score_test,0.7258064516129032,mcji,1,0.11429595947265625,21,haberman-survival
accuracy_score_test,0.7258064516129032,mic,2,0.10628104209899902,21,haberman-survival
accuracy_score_test,0.7580645161290323,log,3,0.043311119079589844,22,haberman-survival
accuracy_score_test,0.7258064516129032,mcji,1,0.13696551322937012,22,haberman-survival
accuracy_score_test,0.7258064516129032,mic,2,0.10849213600158691,22,haberman-survival
accuracy_score_test,0.7580645161290323,log,3,0.04390144348144531,23,haberman-survival
accuracy_score_test,0.7258064516129032,mcji,1,0.10802698135375977,23,haberman-survival
accuracy_score_test,0.7258064516129032,mic,2,0.10346293449401855,23,haberman-survival
accuracy_score_test,0.7580645161290323,log,3,0.04106593132019043,24,haberman-survival
accuracy_score_test,0.7258064516129032,mcji,1,0.10183191299438477,24,haberman-survival
accuracy_score_test,0.7258064516129032,mic,2,0.1027994155883789,24,haberman-survival
accuracy_score_test,0.7580645161290323,log,3,0.046393394470214844,25,haberman-survival
accuracy_score_test,0.7258064516129032,mcji,1,0.11881899833679199,25,haberman-survival
accuracy_score_test,0.7258064516129032,mic,2,0.14159655570983887,25,haberman-survival
accuracy_score_test,0.7580645161290323,log,3,0.06769728660583496,26,haberman-survival
accuracy_score_test,0.7258064516129032,mcji,1,0.13585162162780762,26,haberman-survival
accuracy_score_test,0.7258064516129032,mic,2,0.10800528526306152,26,haberman-survival
accuracy_score_test,0.7580645161290323,log,3,0.044852495193481445,27,haberman-survival
accuracy_score_test,0.7258064516129032,mcji,1,0.11755943298339844,27,haberman-survival
accuracy_score_test,0.7258064516129032,mic,2,0.13164281845092773,27,haberman-survival
accuracy_score_test,0.7580645161290323,log,3,0.04906821250915527,28,haberman-survival
accuracy_score_test,0.7258064516129032,mcji,1,0.1178889274597168,28,haberman-survival
accuracy_score_test,0.7258064516129032,mic,2,0.14006686210632324,28,haberman-survival
accuracy_score_test,0.7580645161290323,log,3,0.044689178466796875,29,haberman-survival
accuracy_score_test,0.7258064516129032,mcji,1,0.14632964134216309,29,haberman-survival
accuracy_score_test,0.7258064516129032,mic,2,0.1483898162841797,29,haberman-survival
accuracy_score_test,0.7131147540983607,log,100,0.13042640686035156,0,hill-valley-noise
accuracy_score_test,0.7049180327868853,mcji,80,0.3228740692138672,0,hill-valley-noise
accuracy_score_test,0.7131147540983607,mic,80,0.3665621280670166,0,hill-valley-noise
accuracy_score_test,0.7131147540983607,log,100,0.22179293632507324,1,hill-valley-noise
accuracy_score_test,0.7049180327868853,mcji,80,0.3288278579711914,1,hill-valley-noise
accuracy_score_test,0.7131147540983607,mic,80,0.32265567779541016,1,hill-valley-noise
accuracy_score_test,0.7131147540983607,log,100,0.1443169116973877,2,hill-valley-noise
accuracy_score_test,0.7049180327868853,mcji,80,0.3486649990081787,2,hill-valley-noise
accuracy_score_test,0.7131147540983607,mic,80,0.31032276153564453,2,hill-valley-noise
accuracy_score_test,0.7131147540983607,log,100,0.14969611167907715,3,hill-valley-noise
accuracy_score_test,0.7049180327868853,mcji,80,0.2974374294281006,3,hill-valley-noise
accuracy_score_test,0.7131147540983607,mic,80,0.37101316452026367,3,hill-valley-noise
accuracy_score_test,0.7131147540983607,log,100,0.13775086402893066,4,hill-valley-noise
accuracy_score_test,0.7049180327868853,mcji,80,0.32495665550231934,4,hill-valley-noise
accuracy_score_test,0.7131147540983607,mic,80,0.36348891258239746,4,hill-valley-noise
accuracy_score_test,0.7131147540983607,log,100,0.18351244926452637,5,hill-valley-noise
accuracy_score_test,0.7049180327868853,mcji,80,0.3254690170288086,5,hill-valley-noise
accuracy_score_test,0.7131147540983607,mic,80,0.3964424133300781,5,hill-valley-noise
accuracy_score_test,0.7131147540983607,log,100,0.22193264961242676,6,hill-valley-noise
accuracy_score_test,0.7049180327868853,mcji,80,0.40108466148376465,6,hill-valley-noise
accuracy_score_test,0.7131147540983607,mic,80,0.3827188014984131,6,hill-valley-noise
accuracy_score_test,0.7131147540983607,log,100,0.1813342571258545,7,hill-valley-noise
accuracy_score_test,0.7049180327868853,mcji,80,0.35637474060058594,7,hill-valley-noise
accuracy_score_test,0.7131147540983607,mic,80,0.3598198890686035,7,hill-valley-noise
accuracy_score_test,0.7131147540983607,log,100,0.16969966888427734,8,hill-valley-noise
accuracy_score_test,0.7049180327868853,mcji,80,0.3806800842285156,8,hill-valley-noise
accuracy_score_test,0.7131147540983607,mic,80,0.3617737293243408,8,hill-valley-noise
accuracy_score_test,0.7131147540983607,log,100,0.1978917121887207,9,hill-valley-noise
