0.8590362 0.92782456 0.2528656 0.29883832 0.1705213 0.73593605 0.4283254 0.567947 0.4743696 0.24567485 0.10422587 0.8690907 0.9975185 0.44862008 0.3075218 0.85831034 0.79699725 0.869893 1
0.606041 0.45772836 0.35944843 0.30695736 0.84333074 0.93485063 0.44457248 0.8280149 0.29661775 0.6168699 0.97578555 0.91434366 0.84524715 0.8641519 0.34671268 0.3565734 0.43844718 0.51225615 2
0.9975998 0.37323847 0.5173994 0.50499254 0.61890334 0.60557085 0.74622536 0.19592829 0.8156669 0.679355 0.8034131 0.64399517 0.7184411 0.92477506 0.3153714 0.25064236 0.28563553 0.36585796 2
0.78340787 0.104055315 0.1975327 0.42183715 0.74205565 0.4908279 0.005525437 0.39212328 0.010014895 0.4714627 0.5978789 0.7616587 0.36275056 0.9128191 0.9779712 0.8459212 0.69943094 0.47598675 2
0.40624952 0.51319927 0.061811578 0.6358367 0.8447975 0.4415022 0.19192645 0.48754612 0.3585336 0.55154324 0.7438765 0.31234944 0.65022284 0.522261 0.043544766 0.3766601 0.28009775 0.13228288 2
0.04137947 0.62902594 0.3033801 0.8134076 0.22281712 0.971206 0.6097783 0.64780384 0.73791385 0.4409432 0.035982367 0.6158677 0.017487185 0.9323195 0.32931805 0.9541228 0.13537891 0.29480478 2
0.16105007 0.5488385 0.15358345 0.65441537 0.14034621 0.7966459 0.40583962 0.6626356 0.049426686 0.5785195 0.26485467 0.95921737 0.6981068 0.46735895 0.6370777 0.01125133 0.14732516 0.21381424 2
0.415299 0.89873135 0.93182176 0.9166479 0.39910564 0.009445115 0.84625745 0.68377256 0.39730644 0.8867681 0.52242786 0.69477355 0.8865223 0.4116729 0.48110804 0.9265464 0.026430871 0.09273955 2
0.16675788 0.35297185 0.9881206 0.2870703 0.5636256 0.40270787 0.38093174 0.47919124 0.060165294 0.23652445 0.2904837 0.39183307 0.2549443 0.4883996 0.053683564 0.8622256 0.41505513 0.4871259 2
0.65562606 0.4139307 0.8052885 0.16348587 0.8619017 0.9475945 0.5465637 0.426141 0.4170803 0.94560957 0.3253875 0.6665268 0.37427005 0.10029135 0.21329027 0.22285967 0.0072862124 0.42002738 2
0.59000796 0.2936924 0.42349786 0.32980347 0.4578377 0.8297823 0.49776673 0.15944034 0.97112185 0.49234253 0.08426897 0.97433394 0.9264239 0.29542592 0.80421245 0.87084 0.54629505 0.88487107 2
0.8819291 0.42491615 0.9032224 0.17330591 0.7910054 0.47618353 0.6811758 0.90584385 0.82841545 0.08371733 0.52056664 0.072915345 0.94809467 0.9996159 0.7284591 0.28588834 0.21088964 0.83358985 2
0.9610103 0.97690684 0.85792875 0.6149712 0.61551595 0.3527692 0.83396 0.09509175 0.23089254 0.95483327 0.57718176 0.78351146 0.53042465 0.17516977 0.54445827 0.08139244 0.7330149 0.53136885 1
