1317.2657 1315.221 1312.7706 1309.8342 1306.3156 1302.0991 1297.0464 1290.9917 1283.7361 1275.0416 1264.6229 1252.138 1237.1769 1219.2488 1197.7651 1172.0209 1141.171 1104.203 1059.9034 1006.8185 943.20557 866.977 943.20557 1006.8185 1059.9034 1104.203 1141.171 1172.0209 1197.7651 1219.2488 1237.1769 1252.138 1264.6229 1275.0416 1283.7361 1290.9917 1297.0464 1302.0991 1306.3156 1309.8342 1312.7706 1315.221 1317.2657 1318.9722 1320.3962 1321.5846 1322.5762 1323.4038 1324.0944 1324.6707 1325.1516 1325.553 1325.8878 1326.1674 1326.4005 1326.5952 1326.7576 1326.8932 1327.0062 1327.1006 1327.1794 1327.2451 1327.2999 1327.3457 1327.3839 1327.4158 1327.4424 1327.4646 1327.4832 1327.4987 1327.5115 1327.5223 1327.5312 1327.5388 1327.545 1327.5503 1327.5546 1327.5582 1327.5613 1327.5638 1327.5659 1327.5676 1327.5691 1327.5704 1327.5714 1327.5723 1327.573 1327.5736 1327.5741 1327.5745 1327.5748 1327.5751 1327.5753 1327.5756 1327.5757 1327.5758 1327.5759 1327.576 1327.5762 1327.5762 1
7329.968 7379.907 7441.7993 7518.5034 7613.565 7731.3774 7877.3857 8058.338 8282.597 8560.526 8904.973 9331.8545 9860.901 10516.5625 9860.901 9331.8545 8904.973 8560.526 8282.597 8058.338 7877.3857 7731.3774 7613.565 7518.5034 7441.7993 7379.907 7329.968 7289.672 7257.157 7230.922 7209.753 7192.672 7178.889 7167.768 7158.7944 7151.554 7145.712 7140.9976 7137.194 7134.1245 7131.648 7129.65 7128.0376 7126.7363 7125.6865 7124.84 7124.1562 7123.6045 7123.1597 7122.801 7122.5107 7122.277 7122.0884 7121.936 7121.8135 7121.7144 7121.6343 7121.57 7121.5176 7121.4756 7121.442 7121.4146 7121.3926 7121.3745 7121.3604 7121.3486 7121.3394 7121.332 7121.3257 7121.321 7121.317 7121.3135 7121.311 7121.309 7121.307 7121.306 7121.3047 7121.304 7121.303 7121.3027 7121.3022 7121.302 7121.302 7121.3013 7121.3013 7121.301 7121.301 7121.301 7121.301 7121.301 7121.3003 7121.3003 7121.3003 7121.3003 7121.3003 7121.3003 7121.3003 7121.3003 7121.3003 7121.3003 2
809.4214 809.7801 810.2072 810.71564 811.32104 812.04175 812.89984 813.92145 815.13776 816.5859 818.31 820.3627 822.8065 825.7161 829.18024 833.3045 838.2148 844.06085 851.02106 859.30774 869.17365 880.9198 894.9045 911.5543 931.3772 954.9779 983.07635 1016.5298 1056.3586 1103.778 1056.3586 1016.5298 983.07635 954.9779 931.3772 911.5543 894.9045 880.9198 869.17365 859.30774 851.02106 844.06085 838.2148 833.3045 829.18024 825.7161 822.8065 820.3627 818.31 816.5859 815.13776 813.92145 812.89984 812.04175 811.32104 810.71564 810.2072 809.7801 809.4214 809.1201 808.86707 808.6545 808.47595 808.326 808.2001 808.0943 808.00543 807.9308 807.8681 807.8154 807.77124 807.7341 807.7029 807.6767 807.65466 807.63617 807.62067 807.6076 807.5967 807.58746 807.5797 807.57324 807.5678 807.56323 807.5594 807.55615 807.5534 807.55115 807.54926 807.5476 807.54626 807.5451 807.5442 807.5434 807.5427 807.5421 807.5417 807.54126 807.54095 807.54065 2
45334.207 45334.215 45334.22 45334.227 45334.234 45334.242 45334.254 45334.266 45334.277 45334.297 45334.316 45334.34 45334.363 45334.4 45334.434 45334.477 45334.527 45334.59 45334.66 45334.742 45334.84 45334.953 45335.086 45335.24 45335.42 45335.637 45335.887 45336.184 45336.527 45336.934 45337.41 45337.97 45338.62 45339.387 45340.285 45341.34 45342.58 45344.027 45345.73 45347.723 45350.062 45352.805 45356.02 45359.793 45364.215 45369.402 45375.484 45382.617 45390.984 45400.793 45412.297 45425.79 45441.61 45460.164 45481.918 45507.434 45537.355 45572.45 45613.598 45661.855 45718.445 45784.812 45862.637 45953.906 46060.938 46186.453 46333.645 46506.26 46708.688 46946.074 47224.457 47550.92 47933.77 48382.734 48909.242 49526.68 50250.754 51099.883 52095.656 53263.414 54632.848 56238.793 54632.848 53263.414 52095.656 51099.883 50250.754 49526.68 48909.242 48382.734 47933.77 47550.92 47224.457 46946.074 46708.688 46506.26 46333.645 46186.453 46060.938 45953.906 2
1.8103592 1.8103592 1.8103592 1.8103592 1.8103592 1.8103592 1.8103592 1.8103592 1.8103592 1.8103592 1.8103592 1.8103592 1.8103592 1.8103592 1.8103592 1.8103592 1.8103592 1.8103592 1.8103592 1.8103592 1.8103592 1.8103592 1.8103592 1.8103592 1.8103592 1.8103591 1.8103591 1.8103591 1.810359 1.810359 1.8103589 1.8103588 1.8103586 1.8103585 1.8103583 1.810358 1.8103577 1.8103572 1.8103566 1.8103558 1.8103548 1.8103535 1.8103518 1.8103497 1.8103468 1.8103433 1.8103386 1.8103327 1.8103249 1.810315 1.8103021 1.8102856 1.8102642 1.8102366 1.8102009 1.810155 1.8100957 1.8100191 1.8099204 1.809793 1.8096286 1.8094164 1.8091427 1.8087895 1.8083338 1.8077456 1.8069868 1.8060076 1.8047442 1.803114 1.8010105 1.7982962 1.7947938 1.7902747 1.7844435 1.7769194 1.7672106 1.7546831 1.7385185 1.7176607 1.6907473 1.6560198 1.61121 1.6560198 1.6907473 1.7176607 1.7385185 1.7546831 1.7672106 1.7769194 1.7844435 1.7902747 1.7947938 1.7982962 1.8010105 1.803114 1.8047442 1.8060076 1.8069868 1.8077456 1
2.0735166 2.0735462 2.073581 2.0736225 2.0736716 2.0737298 2.0737987 2.0738802 2.073977 2.0740917 2.0742276 2.0743885 2.0745792 2.0748053 2.0750732 2.0753906 2.0757666 2.0762124 2.0767405 2.077366 2.0781078 2.0789864 2.0800276 2.0812614 2.0827234 2.0844557 2.0865085 2.088941 2.0918236 2.095239 2.0992863 2.104082 2.109765 2.116499 2.1244786 2.133934 2.1451383 2.1584148 2.1741471 2.192789 2.2148793 2.2410553 2.2720726 2.308827 2.3523793 2.4039872 2.4651403 2.5376043 2.6234713 2.7252202 2.8457887 2.9886572 2.8457887 2.7252202 2.6234713 2.5376043 2.4651403 2.4039872 2.3523793 2.308827 2.2720726 2.2410553 2.2148793 2.192789 2.1741471 2.1584148 2.1451383 2.133934 2.1244786 2.116499 2.109765 2.104082 2.0992863 2.095239 2.0918236 2.088941 2.0865085 2.0844557 2.0827234 2.0812614 2.0800276 2.0789864 2.0781078 2.077366 2.0767405 2.0762124 2.0757666 2.0753906 2.0750732 2.0748053 2.0745792 2.0743885 2.0742276 2.0740917 2.073977 2.0738802 2.0737987 2.0737298 2.0736716 2.0736225 2
382.1351 382.1351 382.1351 382.1351 382.13513 382.13513 382.13513 382.13513 382.13516 382.13516 382.13516 382.1352 382.13522 382.13525 382.13528 382.13535 382.1354 382.13547 382.13556 382.13565 382.1358 382.13596 382.13617 382.1364 382.13675 382.13715 382.1376 382.1382 382.13898 382.1399 382.14102 382.14243 382.1442 382.14636 382.14905 382.15234 382.15646 382.16156 382.16785 382.17566 382.18533 382.1973 382.21213 382.23047 382.25317 382.2813 382.31616 382.35928 382.4127 382.47882 382.5607 382.6621 382.78766 382.94308 383.1356 383.37393 383.66904 384.03445 384.48694 385.0472 385.74094 386.5999 387.66354 388.98053 390.6113 392.63052 395.13077 398.22662 402.06 406.80655 412.68387 419.9613 428.97235 440.13007 453.9458 471.05273 492.23495 518.46326 492.23495 471.05273 453.9458 440.13007 428.97235 419.9613 412.68387 406.80655 402.06 398.22662 395.13077 392.63052 390.6113 388.98053 387.66354 386.5999 385.74094 385.0472 384.48694 384.03445 383.66904 383.37393 2
1400.1896 1403.0999 1406.5391 1410.6035 1415.4067 1421.0833 1427.7916 1435.7196 1445.0887 1456.161 1469.2461 1484.71 1502.985 1524.5823 1550.1056 1580.2687 1615.9153 1658.0419 1707.8265 1658.0419 1615.9153 1580.2687 1550.1056 1524.5823 1502.985 1484.71 1469.2461 1456.161 1445.0887 1435.7196 1427.7916 1421.0833 1415.4067 1410.6035 1406.5391 1403.0999 1400.1896 1397.727 1395.6433 1393.8801 1392.3882 1391.1257 1390.0575 1389.1536 1388.3885 1387.7413 1387.1937 1386.7302 1386.3381 1386.0063 1385.7256 1385.4879 1385.2869 1385.1168 1384.9728 1384.8511 1384.7479 1384.6608 1384.5869 1384.5245 1384.4717 1384.427 1384.3892 1384.357 1384.33 1384.3071 1384.2877 1384.2712 1384.2574 1384.2456 1384.2357 1384.2273 1384.2202 1384.2141 1384.209 1384.2047 1384.201 1384.198 1384.1953 1384.1931 1384.1913 1384.1897 1384.1884 1384.1873 1384.1863 1384.1854 1384.1848 1384.1842 1384.1837 1384.1832 1384.183 1384.1826 1384.1824 1384.1821 1384.182 1384.1819 1384.1818 1384.1816 1384.1815 1384.1814 2
686.1696 686.26526 686.3876 686.54407 686.74426 687.0003 687.3279 687.7468 688.2828 688.9683 689.8452 690.96686 692.4017 694.23694 696.58453 699.58746 703.42865 708.34204 714.627 722.66644 732.95 746.1041 762.93024 746.1041 732.95 722.66644 714.627 708.34204 703.42865 699.58746 696.58453 694.23694 692.4017 690.96686 689.8452 688.9683 688.2828 687.7468 687.3279 687.0003 686.74426 686.54407 686.3876 686.26526 686.1696 686.09485 686.0364 685.99066 685.95496 685.927 685.90515 685.8881 685.87476 685.8643 685.8562 685.8498 685.8448 685.84094 685.8379 685.8355 685.8336 685.83215 685.83105 685.83014 685.82947 685.8289 685.8285 685.8281 685.8279 685.8277 685.8275 685.8274 685.82733 685.8272 685.82715 685.82715 685.8271 685.8271 685.827 685.827 685.827 685.827 685.82697 685.82697 685.82697 685.82697 685.82697 685.82697 685.82697 685.82697 685.82697 685.82697 685.82697 685.82697 685.82697 685.82697 685.82697 685.82697 685.82697 685.82697 2
6102.3384 6102.3433 6102.349 6102.3564 6102.365 6102.3755 6102.388 6102.404 6102.4224 6102.4453 6102.4727 6102.506 6102.546 6102.5947 6102.654 6102.725 6102.8115 6102.916 6103.043 6103.1963 6103.3823 6103.607 6103.8794 6104.209 6104.6084 6105.0913 6105.677 6106.3853 6107.243 6108.2817 6109.539 6111.0615 6112.905 6115.1367 6117.8394 6121.111 6125.0723 6129.8687 6135.676 6142.7065 6151.219 6161.5264 6174.0054 6189.1143 6207.4077 6229.5566 6256.3735 6288.8423 6328.154 6375.751 6433.379 6503.1523 6587.631 6689.9136 6813.7534 6963.693 7145.2324 7365.033 7631.1577 7953.369 7631.1577 7365.033 7145.2324 6963.693 6813.7534 6689.9136 6587.631 6503.1523 6433.379 6375.751 6328.154 6288.8423 6256.3735 6229.5566 6207.4077 6189.1143 6174.0054 6161.5264 6151.219 6142.7065 6135.676 6129.8687 6125.0723 6121.111 6117.8394 6115.1367 6112.905 6111.0615 6109.539 6108.2817 6107.243 6106.3853 6105.677 6105.0913 6104.6084 6104.209 6103.8794 6103.607 6103.3823 6103.1963 2
