2.95906 3.0798852 8.381025 9.780754 3.763085 -0.7826036 -1.2573948 -1.7230864 0.6504565 0.85957813 0.8874449 0.958034 2
9.304097 4.902524 3.0475407 1.3693573 5.067812 -1.9400585 -1.8727417 -1.255012 0.41344056 0.86241406 0.56213903 0.7817599 1
8.971707 8.848429 3.0464787 1.2145182 3.4051583 -1.2074556 -1.2772101 -0.9204925 0.16304104 0.76668864 0.83944404 0.109853245 2
0.71641475 7.6695995 4.486641 2.340563 3.9637911 -1.0274733 -1.9389441 -0.9973736 0.4462089 0.97674406 0.92938054 0.36271778 2
3.1341116 7.608772 4.9437594 9.8575735 3.5258107 -1.125531 -1.8459748 -0.554305 0.79710954 0.45544994 0.65694666 0.8209235 2
6.999209 9.109246 3.784066 4.2677875 4.429669 -1.8571392 -0.6703968 -1.9021329 0.26179287 0.077929676 0.5428839 0.46993104 1
6.7101665 3.7652042 6.9293146 8.818562 2.3974192 -0.6145896 -1.208826 -0.57400376 0.17788956 0.39797658 0.40204597 0.37663028 2
6.9535117 1.379125 5.7194 7.8703074 3.2244952 -0.74899775 -1.1865169 -1.2889805 0.37138486 0.63320357 0.7327409 0.38054448 2
4.6898518 4.0077477 1.4785728 3.7337875 4.0413 -1.4103444 -1.2382042 -1.392751 0.26970828 0.2503642 0.16494112 0.4824394 1
9.841496 1.4138216 9.7698555 7.6416163 4.727595 -1.9913634 -0.8576372 -1.8785945 0.37635598 0.5444153 0.79203945 0.11626282 2
5.93011 6.7308736 6.2451377 0.5332875 2.3270917 -0.70250124 -1.1169196 -0.5076707 0.23981564 0.5631096 0.16446103 0.7537013 1
5.381299 8.014521 8.095174 6.7692475 5.507551 -1.9727138 -1.8493326 -1.6855046 0.35997403 0.17356881 0.34914386 0.6288604 2
1.6167868 2.939228 0.8197912 4.191804 3.752282 -1.4848845 -1.2805815 -0.9868159 0.89969826 0.8665458 0.30392057 0.07761013 1
8.551599 8.314952 2.5499637 9.926807 4.8917136 -1.8086263 -1.1670612 -1.9160262 0.6124035 0.28098285 0.3543425 0.47219208 2
